ID,set_equation,picked_equation,loss,complexity,MSE,%diff_to_set_coeff_0,%diff_to_set_coeff_1,%diff_to_set_coeff_2,%diff_to_set_coeff_3,bad_equation
25,60.60887460621575 + -83.60546309542691*x0 + 97.27546764707506*x0**2 + -20.717660502824216*x0**3,54.19547*x0 + 59.5004141399837*(1 - 0.962916914136314*x0)**2.4713025,29.245487,9,971.9613872945235,-100.000000000000,-164.822881177204,-100.000000000000,-100.000000000000,1
26,-7.536210296014076 + -70.65406286297113*x0 + -40.73589441663048*x0**2 + 62.455623805848916*x0**3,62.40212*x0**3 - 40.754256712708*x0**2 - 70.6065519360225*x0 - 7.5234256,0.04260367,13,0.17250267491195345,-0.169643567680661,-0.0672444372247189,0.0450764524517971,-0.0856669145043567,0
27,99.65855218847412 + -93.15381656949842*x0 + 20.312093534978388*x0**2 + -73.0958593048592*x0**3,-74.68275*x0**3 + 20.869291*x0**2 - 91.66754*x0 + 99.38202,33.81081,13,161.73851692549644,-0.277479636620793,-1.59550797190318,2.74318087430078,2.17097207725869,0
28,-24.291101154960472 + 52.01223061789358*x0 + -55.00210887197079*x0**2 + 44.39720068945584*x0**3,44.477676*x0**3 - 54.9908074546854*x0**2 + 51.9931006797265*x0 - 24.2978983787527,0.11634598,13,1.059962487480042,0.0279823617253329,-0.0367796918913839,-0.0205472435824909,0.181262127554073,0
29,-66.00640171174534 + -71.15481256840066*x0 + 3.1155175568081717*x0**2 + -33.47070894537323*x0**3,-33.22098*x0**3 + 3.0218471149698*x0**2 - 71.38004*x0 - 65.9935080877196,0.67236567,13,4.9142648400718665,-0.0195338992754724,0.316531550670345,-3.00657724215609,-0.746111908716400,0
30,48.10122967319461 + 23.064659359103985*x0 + -67.42546169299638*x0**2 + 86.07850970246085*x0**3,85.75607*x0**3 - 66.8430455652492*x0**2 + 23.1450932162476*x0 + 47.8587352030256,3.0763512,13,61.33696800887559,-0.504133619486549,0.348732040180050,-0.863792569043233,-0.374587923949196,0
31,11.612675377513867 + -17.292478123370643*x0 + -62.045031106476436*x0**2 + 21.992698765023192*x0**3,21.96794*x0**3 - 62.0318476504744*x0**2 - 17.2548799187584*x0 + 11.596721,0.06664347,13,0.31066991822610096,-0.137387613062528,-0.217425196920893,-0.0212482059673852,-0.112577202496719,0
32,23.635662136311325 + -65.48470429953625*x0 + 82.9611358532494*x0**2 + 38.56694483635667*x0**3,38.823654*x0**3 + 82.7406879921258*x0**2 - 65.7716724783636*x0 + 23.737299,6.9065266,13,12.616909620083163,0.430014877952292,0.438221691457471,-0.265724256130671,0.665619651057586,0
33,80.95859632578632 + -58.64185729722522*x0 + 5.05064408343263*x0**2 + -70.22861904004844*x0**3,-70.9664*x0**3 - 57.6662*x0 + 83.36729,20.884842,11,3308.182342492668,2.97521669535973,-1.66375579184015,-100.000000000000,1.05054174499832,1
34,65.94647795006833 + -93.20162528433143*x0 + -86.46688268165829*x0**2 + -70.909344599828*x0**3,-71.8746*x0**3 - 86.71405991472*x0**2 - 92.48087*x0 + 66.209013641016,8.027287,13,56.26288101366814,0.398104188591340,-0.773329093921500,0.285863472113050,1.36125274548700,0
35,-30.3366036683353 + -49.69682058115428*x0 + 94.6334780549779*x0**2 + -56.07413037458797*x0**3,-53.5225801296388*0.26946455**x0*x0 - 26.243334,16.556034,9,5319.759855684184,-13.4928409029774,107.69819779967*0.26946455**x0 - 100.0,-100.000000000000,-100.000000000000,1
36,22.529752611898402 + 96.26175047873184*x0 + -24.074164450056898*x0**2 + 17.070716882201793*x0**3,65.978065*x0 + 2834.0981*x0/(43.78812*x0 + 83.1815) + 21.84415,5.81922,13,901.1791715146945,-3.04309871354878,-31.4597286337762 + 2944.15807514966/(43.78812*x0 + 83.1815),-100.000000000000,-100.000000000000,1
37,59.10889898410164 + -18.281074258149104*x0 + 69.57199089244611*x0**2 + -9.235043235393817*x0**3,69.659615*x0**2 - 25.099972*x0 + 59.07122,12.25181,9,2672.807209644796,-0.0637450278202280,37.3003120361554,0.125947391227246,-100.000000000000,1
38,8.583198498430548 + -12.43174144739001*x0 + 54.71357592295149*x0**2 + 50.72852148405781*x0**3,49.619236*x0**3 + 54.5341552977372*x0**2 - 11.784917*x0 + 8.6026311518741,4.0216575,13,63.69821178938173,0.226403402497392,-5.20300756034311,-0.327927067802966,-2.18670966865537,0
39,-10.833059528539408 + -63.79635316541068*x0 + 11.333822349916488*x0**2 + 78.2729591277382*x0**3,78.21428*x0**3 + 11.3921851962656*x0**2 - 63.737617*x0 - 10.8575171724618,0.09163819,13,0.6617512562578188,0.225768573116383,-0.0920682178468539,0.514944072240045,-0.0749673046632108,0
